,Aprašymas,Buto nuoroda,Buto kaina,Plotas,Širdutės,Skelbimo data,Koregavimo data,Perziurejo skelbimą,Kambarių skaičius,Aukštas,Viso aukštų,Statybos metai,Pastato tipas,Šildymas,Įrengimas,Nauja statyba,Rajonas,Kainauzkvadrata
1027," Lazdynai, Erfurto g., 2 kambarių butas",www.aruodas.lt/1-3002199,75900,46.99,12,2021-02-22,2021-04-06,1,2,5,5,1969,Blokinis,Centrinis,Įrengtas,Sena statyba,Lazdynai,1615.2372845286231
1028," Fabijoniškės, Salomėjos Nėries g., 3 kambarių butas",www.aruodas.lt/1-2989021,106700,71.54,48,2021-02-21,2021-03-02,1,3,12,12,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Fabijoniškės,1491.4733016494267
1029," Žemieji Paneriai, Vaduvos g., 2 kambarių butas",www.aruodas.lt/1-3002039,52000,40.0,10,2021-02-21,2021-03-23,1,2,3,6,1974,Blokinis,Centrinis,Įrengtas,Sena statyba,Žemieji Paneriai,1300.0
1030," Karoliniškės, Viršuliškių skg., 2 kambarių butas",www.aruodas.lt/1-3001855,91500,42.47,12,2021-02-20,2021-03-12,1,2,14,16,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,2154.461973157523
1031," Karoliniškės, Spaudos g., 2 kambarių butas",www.aruodas.lt/1-3001849,88000,44.56,13,2021-02-20,2021-03-01,1,2,14,16,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,1974.8653500897665
1032," Viršuliškės, Spaudos g., 2 kambarių butas",www.aruodas.lt/1-3001841,87500,42.47,19,2021-02-20,2021-03-25,1,2,12,16,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Viršuliškės,2060.2778431834236
1033," Naujininkai, Kapsų g., 3 kambarių butas",www.aruodas.lt/1-2975565,127900,55.69,11,2021-02-19,2021-03-08,1,3,6,7,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujininkai,2296.6421260549473
1034," Naujininkai, Kapsų g., 3 kambarių butas",www.aruodas.lt/1-2973015,127100,55.39,4,2020-11-27,2021-03-25,1,3,6,7,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujininkai,2294.6380213034845
1035," Šeškinė, Ozo g., 2 kambarių butas",www.aruodas.lt/1-3001569,100000,48.76,13,2021-02-19,2021-02-19,1,2,1,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šeškinė,2050.8613617719443
1036," Karoliniškės, Igno Šimulionio g., 3 kambarių butas",www.aruodas.lt/1-3001315,92000,63.0,75,2021-02-18,2021-03-30,1,3,5,9,1974,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1460.3174603174602
1037," Burbiškės, Burbiškių g., 2 kambarių butas",www.aruodas.lt/1-3001195,71000,33.0,32,2021-02-18,2021-02-18,1,2,3,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Burbiškės,2151.5151515151515
1038," Senamiestis, Pylimo g., 2 kambarių butas",www.aruodas.lt/1-3001161,52000,27.62,77,2021-02-18,2021-02-19,1,2,1,1,1940,Mūrinis,Kietu kuru,Kita,Sena statyba,Senamiestis,1882.6937002172338
1039," Rasos, Pakraščio g., 3 kambarių butas",www.aruodas.lt/1-3001043,19900,32.74,11,2021-02-18,2021-02-18,1,3,1,1,1940,Medinis,Kietu kuru,Kita,Sena statyba,Rasos,607.819181429444
1040," Pilaitė, Kriaučiūnų g., 2 kambarių butas",www.aruodas.lt/1-3001035,36100,45.26,29,2021-02-18,2021-03-24,1,2,1,2,1977,Mūrinis,Kietu kuru,Kita,Sena statyba,Pilaitė,797.613787008396
1041," Dvarčionys, Keramikų g., 2 kambarių butas",www.aruodas.lt/1-3000879,89500,50.23,21,2021-02-17,2021-02-22,1,2,4,4,1984,Mūrinis,Centrinis,Įrengtas,Sena statyba,Dvarčionys,1781.8037029663549
1042," Naujoji Vilnia, Dūmų g., 2 kambarių butas",www.aruodas.lt/1-2990933,58000,38.05,49,2021-02-17,2021-03-31,1,2,2,2,1976,Mūrinis,Dujinis,Įrengtas,Sena statyba,Naujoji Vilnia,1524.3101182654402
1043," Rasos, Perlojos g., 2 kambarių butas",www.aruodas.lt/1-2924823,7700,24.62,18,2021-02-17,2021-02-17,1,2,1,1,1940,Rąstinis,Kita,Kita,Sena statyba,Rasos,312.7538586515028
1044," Pašilaičiai, Jurgio Baltrušaičio g., 3 kambarių butas",www.aruodas.lt/1-3000465,93500,67.0,5,2021-02-17,2021-02-17,1,3,5,5,1991,Blokinis,Centrinis,Įrengtas,Sena statyba,Pašilaičiai,1395.5223880597016
1045," Jeruzalė, Bitininkų g., 2 kambarių butas",www.aruodas.lt/1-3000397,115000,79.18,7,2021-02-16,2021-02-16,1,2,1,6,1993,Mūrinis,Centrinis,Įrengtas,Sena statyba,Jeruzalė,1452.3869664056579
1046," Naujininkai, Brolių g., 2 kambarių butas",www.aruodas.lt/1-3000357,71400,32.0,17,2021-02-16,2021-04-06,1,2,2,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujininkai,2231.25
1047," Lazdynėliai, Jonažolių g., 2 kambarių butas",www.aruodas.lt/1-2988563,115000,64.14,36,2021-02-16,2021-02-25,1,2,6,6,2007,Mūrinis,Centrinis,Įrengtas,Sena statyba,Lazdynėliai,1792.9529154973495
1048," Vilkpėdė, Savanorių pr., 3 kambarių butas",www.aruodas.lt/1-3000165,82000,119.53,32,2021-02-15,2021-03-22,1,3,2,3,1963,Mūrinis,Dujinis,Dalinė apdaila ,Sena statyba,Vilkpėdė,686.0202459633565
1049," Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių butas",www.aruodas.lt/1-3000019,80000,41.58,13,2021-02-15,2021-03-10,1,2,3,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,1924.0019240019242
1050," Karoliniškės, Algimanto Petro Kavoliuko g., 3 kambarių butas",www.aruodas.lt/1-3000007,122000,66.23,14,2021-02-15,2021-03-10,1,3,1,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,1842.0655292163672
1051," Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",www.aruodas.lt/1-2999817,93000,59.19,13,2021-02-15,2021-03-01,1,2,9,12,2006,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Fabijoniškės,1571.2113532691333
1052," Markučiai, Manufaktūrų g., 2 kambarių butas",www.aruodas.lt/1-2981869,133000,48.0,35,2021-02-15,2021-03-12,1,2,1,4,2018,Blokinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Markučiai,2770.8333333333335
1053," Naujoji Vilnia, Dūmų g., 2 kambarių butas",www.aruodas.lt/1-2999221,39000,28.0,30,2021-02-12,2021-02-13,1,2,2,3,1979,Mūrinis,Elektra,Įrengtas,Sena statyba,Naujoji Vilnia,1392.857142857143
1054," Naujoji Vilnia, Dūmų g., 2 kambarių butas",www.aruodas.lt/1-2999215,44999,31.0,31,2021-02-12,2021-03-31,1,2,2,3,1979,Mūrinis,Elektra,Įrengtas,Sena statyba,Naujoji Vilnia,1451.5806451612902
1055," Žirmūnai, Tuskulėnų g., 2 kambarių butas",www.aruodas.lt/1-2999123,93000,47.0,15,2021-02-12,2021-04-07,1,2,3,5,1970,Blokinis,Centrinis,Įrengtas,Sena statyba,Žirmūnai,1978.723404255319
1056," Naujininkai, Pelesos g., 3 kambarių butas",www.aruodas.lt/1-2996989,120000,54.54,8,2021-02-12,2021-02-19,1,3,5,5,1963,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujininkai,2200.2200220022
1057," Žirmūnai, Žirmūnų g., 3 kambarių butas",www.aruodas.lt/1-2998903,139000,69.41,82,2021-02-11,2021-02-21,1,3,7,12,2005,Mūrinis,"Centrinis kolektorinis, dujinis",Įrengtas,Sena statyba,Žirmūnai,2002.59328626999
1058," Naujamiestis, T. Ševčenkos g., 2 kambarių butas",www.aruodas.lt/1-2998811,107900,35.49,73,2021-02-11,2021-04-08,1,2,2,5,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,3040.29304029304
1059," Naujamiestis, T. Ševčenkos g., 2 kambarių butas",www.aruodas.lt/1-2998821,131200,45.8,42,2021-02-11,2021-04-08,1,2,2,5,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,2864.6288209606987
1060," Šeškinė, Ozo g., 2 kambarių butas",www.aruodas.lt/1-2998855,120000,50.6,10,2021-02-11,2021-02-19,1,2,5,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šeškinė,2371.5415019762845
1061," Šeškinė, Ozo g., 2 kambarių butas",www.aruodas.lt/1-2998847,90000,46.5,27,2021-02-11,2021-02-19,1,2,1,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šeškinė,1935.483870967742
1062," Karoliniškės, Virginijaus Druskio g., 2 kambarių butas",www.aruodas.lt/1-2998803,62500,49.1,25,2021-02-11,2021-02-26,1,2,1,9,1974,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1272.9124236252546
1063," Lazdynėliai, Lazdynėlių g., 2 kambarių butas",www.aruodas.lt/1-2987447,76700,37.18,36,2021-02-11,2021-04-01,1,2,4,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,2062.937062937063
1064," Justiniškės, Rygos g., 2 kambarių butas",www.aruodas.lt/1-2989859,92000,47.0,26,2021-02-11,2021-03-18,1,2,5,6,2020,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,1957.4468085106382
1065," Naujininkai, Kapsų g., 3 kambarių butas",www.aruodas.lt/1-2998511,135500,57.76,7,2021-02-10,2021-03-12,1,3,2,7,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujininkai,2345.9141274238227
1066," Verkiai, Kalvarijų g., 3 kambarių butas",www.aruodas.lt/1-2998453,88250,46.42,0,2021-02-10,2021-04-07,1,3,1,5,2021,Monolitinis,Centrinis,Dalinė apdaila ,Nauja statyba,Verkiai,1901.1202068074106
1067," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-2998447,74150,35.35,21,2021-02-10,2021-04-07,1,2,4,5,2021,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šnipiškės,2097.5954738330975
1068," Paneriai, Šešėlių g., 2 kambarių butas",www.aruodas.lt/1-2997939,56000,48.46,53,2021-02-09,2021-04-02,1,2,2,2,1978,Mūrinis,Centrinis,Įrengtas,Sena statyba,Paneriai,1155.5922410235246
1069," Aukštieji Paneriai, Šešėlių g., 2 kambarių butas",www.aruodas.lt/1-2997435,56000,48.46,31,2021-02-08,2021-04-08,1,2,2,2,1978,Mūrinis,Centrinis,Įrengtas,Sena statyba,Aukštieji Paneriai,1155.5922410235246
1070," Šnipiškės, Jurgio Lebedžio g., 2 kambarių butas",www.aruodas.lt/1-2994579,108000,31.0,29,2021-02-09,2021-02-18,1,2,1,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Šnipiškės,3483.8709677419356
1071," Naujamiestis, Gerosios Vilties g., 2 kambarių butas",www.aruodas.lt/1-2987097,108600,47.0,59,2021-02-08,2021-02-08,1,2,2,6,2020,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Naujamiestis,2310.6382978723404
1072," Pilaitė, Priegliaus g., 3 kambarių butas",www.aruodas.lt/1-2997505,120900,64.05,33,2021-02-08,2021-03-17,1,3,6,9,2012,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pilaitė,1887.5878220140517
1073," Pašilaičiai, Perkūnkiemio g., 3 kambarių butas",www.aruodas.lt/1-2997215,93000,59.87,33,2021-02-08,2021-03-16,1,3,11,12,2009,Blokinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1553.3656255219644
1074," Justiniškės, Rygos g., 2 kambarių butas",www.aruodas.lt/1-2993113,89000,53.2,32,2021-02-06,2021-02-19,1,2,2,6,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,1672.9323308270675
1075," Justiniškės, Rygos g., 2 kambarių butas",www.aruodas.lt/1-2993103,94900,53.2,8,2021-01-28,2021-02-19,1,2,2,6,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,1783.8345864661653
1076," Šnipiškės, Kalvarijų g., 3 kambarių butas",www.aruodas.lt/1-2996799,122450,61.39,28,2021-02-06,2021-02-25,1,3,2,6,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šnipiškės,1994.6245316826844
1077," Lazdynai, Žėručio g., 3 kambarių butas",www.aruodas.lt/1-2995633,119000,71.63,4,2021-02-05,2021-02-15,1,3,1,12,1971,Blokinis,Centrinis,Įrengtas,Sena statyba,Lazdynai,1661.3150914421333
1078," Burbiškės, Eišiškių pl., 3 kambarių butas",www.aruodas.lt/1-2995513,110000,57.0,16,2021-02-02,2021-02-02,1,3,2,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Burbiškės,1929.8245614035088
1079," Pašilaičiai, Pavilnionių g., 2 kambarių butas",www.aruodas.lt/1-2995435,99000,49.66,22,2021-02-02,2021-03-16,1,2,7,7,2010,Blokinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1993.5561820378575
1080," Justiniškės, Rygos g., 2 kambarių butas",www.aruodas.lt/1-2995135,92500,52.0,7,2021-02-02,2021-02-02,1,2,4,13,1989,Monolitinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1778.8461538461538
1081," Fabijoniškės, L. Giros g., 2 kambarių butas",www.aruodas.lt/1-2994929,75000,50.28,31,2021-02-01,2021-03-24,1,2,9,9,1990,Blokinis,Centrinis,Įrengtas,Sena statyba,Fabijoniškės,1491.6467780429593
1082," Senamiestis, Šv. Dvasios g., 2 kambarių butas",www.aruodas.lt/1-2994629,134749,38.39,21,2021-02-01,2021-02-24,1,2,3,4,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Senamiestis,3510.002604845012
1083," Justiniškės, Taikos g., 3 kambarių butas",www.aruodas.lt/1-2991985,75000,57.0,7,2021-02-01,2021-04-07,1,3,3,5,1985,Blokinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1315.7894736842106
1084," Naujamiestis, Smolensko g., 3 kambarių butas",www.aruodas.lt/1-2993797,88000,63.0,78,2021-01-30,2021-03-15,1,3,4,5,1961,Blokinis,Centrinis,Įrengtas,Sena statyba,Naujamiestis,1396.8253968253969
1085," Lazdynai, Architektų g., 3 kambarių butas",www.aruodas.lt/1-2993513,73000,64.0,45,2021-01-29,2021-01-29,1,3,9,9,1970,Blokinis,Centrinis,Įrengtas,Sena statyba,Lazdynai,1140.625
1086," Naujamiestis, Nočios g., 3 kambarių butas",www.aruodas.lt/1-2992953,140000,56.74,68,2021-01-28,2021-02-18,1,3,2,3,1940,Mūrinis,Dujinis,Įrengtas,Sena statyba,Naujamiestis,2467.395135706732
1087," Šeškinė, Šeškinės Sodų g., 3 kambarių butas",www.aruodas.lt/1-2992899,135800,50.4,51,2021-01-27,2021-03-22,1,3,2,3,2020,Mūrinis,Dujinis,Įrengtas,Nauja statyba,Šeškinė,2694.4444444444443
1088," Žirmūnai, Verkių g., 2 kambarių butas",www.aruodas.lt/1-2992081,84800,39.95,10,2021-01-25,2021-04-07,1,2,5,9,2021,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Žirmūnai,2122.653316645807
1089," Žirmūnai, Verkių g., 3 kambarių butas",www.aruodas.lt/1-2992083,101300,50.98,11,2021-01-25,2021-04-07,1,3,7,9,2021,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Žirmūnai,1987.0537465672815
1090," Naujamiestis, Gerosios Vilties g., 3 kambarių butas",www.aruodas.lt/1-2987867,139999,62.0,53,2021-01-25,2021-02-26,1,3,2,6,2020,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Naujamiestis,2258.048387096774
1091," Antakalnis, P. Vileišio g., 2 kambarių butas",www.aruodas.lt/1-2991653,134000,52.0,18,2021-01-24,2021-03-25,1,2,3,4,1967,Blokinis,Dujinis,Įrengtas,Sena statyba,Antakalnis,2576.923076923077
1092," Viršuliškės, Viršuliškių g., 2 kambarių butas",www.aruodas.lt/1-2991551,69999,49.48,18,2021-01-24,2021-02-12,1,2,8,9,1977,Blokinis,Centrinis,Įrengtas,Sena statyba,Viršuliškės,1414.6928051738078
1093," Pašilaičiai, Leičių g., 3 kambarių butas",www.aruodas.lt/1-2991489,103000,71.0,25,2021-01-24,2021-02-09,1,3,9,9,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pašilaičiai,1450.7042253521126
1094," Senamiestis, Žemaitijos g., 2 kambarių butas",www.aruodas.lt/1-2990613,66500,31.86,67,2021-01-21,2021-01-21,1,2,2,3,1892,Mūrinis,Kietu kuru,Kita,Sena statyba,Senamiestis,2087.2567482736977
1095," Užupis, Kreivasis skg., 2 kambarių butas",www.aruodas.lt/1-2990557,139963,47.0,72,2021-01-20,2021-03-23,1,2,2,3,2021,Mūrinis,Geoterminis,Dalinė apdaila ,Nauja statyba,Užupis,2977.936170212766
1096," Pilaitė, Bitėnų g., 2 kambarių butas",www.aruodas.lt/1-2990475,83000,51.25,31,2021-01-20,2021-03-19,1,2,4,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1619.5121951219512
1097," Burbiškės, Eišiškių pl., 3 kambarių butas",www.aruodas.lt/1-2990461,117000,65.0,18,2021-01-20,2021-01-20,1,3,2,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Burbiškės,1800.0
1098," Verkiai, Žvalgų g., 3 kambarių butas",www.aruodas.lt/1-2979749,112200,57.14,41,2021-01-19,2021-04-06,1,3,2,9,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Verkiai,1963.5981799089955
1099," Antakalnis, Antakalnio g., 2 kambarių butas",www.aruodas.lt/1-2989073,84900,35.0,105,2021-01-16,2021-03-30,1,2,4,5,1965,Mūrinis,Centrinis,Įrengtas,Sena statyba,Antakalnis,2425.714285714286
1100," Karoliniškės, Algimanto Petro Kavoliuko g., 3 kambarių butas",www.aruodas.lt/1-2983303,76900,64.0,18,2021-01-12,2021-01-12,1,3,1,9,1975,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1201.5625
1101," Senamiestis, Sodų g., 2 kambarių butas",www.aruodas.lt/1-2987003,110625,38.34,43,2021-01-11,2021-04-07,1,2,1,3,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Senamiestis,2885.3677621283255
1102," Šnipiškės, Vito Gerulaičio g., 3 kambarių butas",www.aruodas.lt/1-2986927,140000,60.0,50,2021-01-11,2021-03-24,1,3,1,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Šnipiškės,2333.3333333333335
1103," Vito Gerulaičio g., 3 kambarių butas",www.aruodas.lt/1-2986925,140000,60.0,15,2021-01-11,2021-03-01,1,3,1,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Vito Gerulaičio g.,2333.3333333333335
1104," Žirmūnai, Vito Gerulaičio g., 3 kambarių butas",www.aruodas.lt/1-2986923,140000,60.0,18,2021-01-11,2021-03-24,1,3,1,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Žirmūnai,2333.3333333333335
1105," Baltupiai, Vito Gerulaičio g., 3 kambarių butas",www.aruodas.lt/1-2986921,140000,60.0,7,2021-01-11,2021-01-11,1,3,1,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Baltupiai,2333.3333333333335
1106," Naujamiestis, S. Konarskio g., 2 kambarių butas",www.aruodas.lt/1-2969567,125000,50.56,169,2021-01-08,2021-03-21,1,2,6,6,2001,Mūrinis,Elektra,Įrengtas,Sena statyba,Naujamiestis,2472.3101265822784
1107," Fabijoniškės, Fabijoniškių g., 3 kambarių butas",www.aruodas.lt/1-2985957,99000,93.17,31,2021-01-07,2021-01-07,1,3,1,16,1996,Monolitinis,Aeroterminis,Įrengtas,Sena statyba,Fabijoniškės,1062.573789846517
1108," Antakalnis, Kalno g., 3 kambarių butas",www.aruodas.lt/1-2984955,99000,57.18,44,2021-01-05,2021-03-29,1,3,4,4,2016,Mūrinis,Dujinis,Dalinė apdaila ,Sena statyba,Antakalnis,1731.3746065057712
1109," Senamiestis, Balstogės g., 2 kambarių butas",www.aruodas.lt/1-2981507,33700,45.65,24,2020-12-21,2021-03-09,1,2,0,1,1940,Medinis,Kietu kuru,Kita,Sena statyba,Senamiestis,738.2256297918949
1110," Žvėrynas, S. Moniuškos g., 3 kambarių butas",www.aruodas.lt/1-2980223,120000,82.26,50,2020-12-16,2020-12-16,1,3,1,2,1940,Medinis,"Dujinis, kietu kuru",Dalinė apdaila ,Sena statyba,Žvėrynas,1458.7892049598831
1111," Žvėrynas, S. Moniuškos g., 3 kambarių butas",www.aruodas.lt/1-2980205,120000,82.26,21,2020-12-16,2020-12-16,1,3,1,2,1940,Medinis,"Dujinis, kietu kuru",Dalinė apdaila ,Sena statyba,Žvėrynas,1458.7892049598831
1112," Pilaitė, Gilužio g., 2 kambarių butas",www.aruodas.lt/1-2978985,78000,37.16,21,2020-12-11,2020-12-11,1,2,3,3,2021,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Pilaitė,2099.0312163616795
1113," Naujamiestis, Algirdo g., 2 kambarių butas",www.aruodas.lt/1-2978449,85900,46.47,21,2020-12-10,2021-04-06,1,2,2,8,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,1848.5044114482462
1114," Naujamiestis, S. Konarskio g., 3 kambarių butas",www.aruodas.lt/1-2977525,125000,83.0,142,2020-12-08,2020-12-08,1,3,2,4,2016,Mūrinis,Dujinis,Dalinė apdaila ,Sena statyba,Naujamiestis,1506.0240963855422
1115," Burbiškės, Eišiškių pl., 3 kambarių butas",www.aruodas.lt/1-2977399,119000,53.0,22,2020-12-07,2020-12-17,1,3,3,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Burbiškės,2245.2830188679245
1116," Burbiškės, Eišiškių pl., 3 kambarių butas",www.aruodas.lt/1-2964091,119000,53.0,12,2020-11-04,2020-12-17,1,3,3,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Burbiškės,2245.2830188679245
1117," Naujininkai, Eišiškių pl., 3 kambarių butas",www.aruodas.lt/1-2977397,93000,49.0,13,2020-12-07,2021-02-15,1,3,2,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujininkai,1897.9591836734694
1118," Lazdynėliai, Lietaus g., 2 kambarių butas",www.aruodas.lt/1-2977129,86200,44.29,6,2020-12-07,2021-03-10,1,2,1,5,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,1946.2632648453375
1119," Žirmūnai, Verkių g., 2 kambarių butas",www.aruodas.lt/1-2977025,93651,44.01,18,2020-12-07,2021-04-07,1,2,8,9,2021,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Žirmūnai,2127.9481935923654
1120," Pašilaičiai, Laisvės pr., 3 kambarių butas",www.aruodas.lt/1-2976523,127000,93.0,9,2020-12-05,2021-03-01,1,3,6,6,1998,Mūrinis,Elektra,Įrengtas,Sena statyba,Pašilaičiai,1365.5913978494623
1121," Burbiškės, Eišiškių pl., 2 kambarių butas",www.aruodas.lt/1-2974943,108000,44.0,9,2020-12-01,2020-12-19,1,2,5,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Burbiškės,2454.5454545454545
1122," Burbiškės, Eišiškių pl., 2 kambarių butas",www.aruodas.lt/1-2974899,68000,33.0,66,2020-12-01,2021-03-04,1,2,4,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Burbiškės,2060.6060606060605
1123," Naujamiestis, Kapsų g., 3 kambarių butas",www.aruodas.lt/1-2973023,129500,59.33,6,2020-11-27,2021-03-12,1,3,5,7,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,2182.7068936457104
1124," Šeškinė, Gelvonų g., 3 kambarių butas",www.aruodas.lt/1-2972661,139311,68.27,38,2020-11-26,2021-04-01,1,3,3,6,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šeškinė,2040.5888384356233
1125," Kalnėnai, Albanų g., 3 kambarių butas",www.aruodas.lt/1-2971757,104900,63.5,96,2020-11-24,2021-03-25,1,3,2,2,2021,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Kalnėnai,1651.9685039370079
1126," Šnipiškės, Vito Gerulaičio g., 2 kambarių butas",www.aruodas.lt/1-2970327,140000,60.0,10,2020-11-20,2021-01-08,1,2,1,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Šnipiškės,2333.3333333333335
1127," Šiaurės miestelis, Vito Gerulaičio g., 2 kambarių butas",www.aruodas.lt/1-2970325,140000,60.0,10,2020-11-20,2021-01-08,1,2,1,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Šiaurės miestelis,2333.3333333333335
1128," Burbiškės, Eišiškių pl., 3 kambarių butas",www.aruodas.lt/1-2970127,106000,44.0,9,2020-11-19,2021-01-31,1,3,3,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Burbiškės,2409.090909090909
1129," Naujininkai, Eišiškių pl., 3 kambarių butas",www.aruodas.lt/1-2964539,106000,44.0,3,2020-11-05,2020-11-05,1,3,3,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Naujininkai,2409.090909090909
1130," Žirmūnai, Vito Gerulaičio g., 2 kambarių butas",www.aruodas.lt/1-2967087,140000,60.0,6,2020-11-12,2021-01-08,1,2,1,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Žirmūnai,2333.3333333333335
